Zeit,neiro-on-eth
1728173635807,0.059970758123920075
1728176512486,0.06006500401351285
1728180111804,0.0607919731100573
1728183718975,0.060027468570201664
1728187325001,0.05947910338917942
1728190919581,0.059156943848220685
1728194522532,0.05904606284696417
1728198207334,0.05900649215128662
1728201826450,0.06100720249376404
1728205242973,0.060846142874938766
1728209080880,0.06083152394802309
1728212984829,0.06073746704822982
1728216541571,0.06049508669431161
1728219702301,0.06061246791092962
1728223291667,0.06059601829064079
1728226937066,0.0630119435861165
1728230526667,0.06317058394003121
1728234575448,0.0633173709402649
1728237833184,0.06209426889969161
1728241379705,0.062349536169971784
1728244961437,0.0627535786791574
1728248566518,0.06266511154318843
1728252179048,0.06217839942671923
1728255773222,0.06337352413799453
1728259369062,0.06609450375377451
1728262992622,0.06699069657094753
1728266576207,0.06772551644972272
1728270172165,0.06738877506936983
1728273779305,0.06917469146054987
1728277383792,0.07501450687830605
1728280958815,0.07484619095204982
1728284812484,0.07136281567689337
1728288066190,0.07208021887322538
1728291672957,0.07174575703751628
1728295316088,0.06965983090676174
1728298916651,0.0688058573784618
1728303259353,0.06889284108891125
1728306784213,0.06899617138944955
1728310563356,0.07077061323002581
1728314187411,0.0709703129035599
1728317812118,0.07084491125102803
1728320696119,0.0723959544419959
1728324880527,0.07252960070697244
1728328638876,0.07140516931169966
1728331735399,0.07266109842695262
1728335306424,0.07152658251658509
1728338699453,0.06922042529869551
1728342344351,0.06594650364438358
1728345735969,0.06538942654465953
1728349981489,0.06601035301359352
1728353633445,0.06656918290088937
1728357372203,0.06585910213618844
1728360872044,0.06600293122936372
1728364048167,0.06561299039025742
1728367889953,0.063798217403132
1728371559966,0.06407520654731627
1728375116687,0.06388099376634827
1728378688635,0.06367651873631114
1728382294910,0.06304985617511606
1728385939412,0.06311242997641342
1728389535791,0.06281149024171734
1728393118750,0.06195563118822156
1728396278677,0.06280868714684222
1728399985842,0.0612531406855515
1728403905157,0.06047018244388051
1728406956650,0.060989605054115596
1728411011243,0.060312531352032565
1728414861957,0.05849559045363438
1728418223033,0.058597255854667886
1728421775084,0.05824428119288382
1728425470104,0.05889688884342907
1728429196050,0.05734742942124615
1728432037602,0.0580783792756329
1728436401878,0.05898828781577513
1728439256416,0.059531127318507196
1728443154374,0.05819441729573095
1728446555275,0.05955996484123239
1728450644241,0.06112112078614252
1728453765157,0.0605226889243312
1728457974758,0.0588593870828418
1728461191779,0.058631114316347314
1728464858010,0.0585929508151369
1728468576782,0.05850008952661004
1728472419228,0.058264319903637674
1728475532583,0.05810043302682477
1728479062471,0.05698960171174923
1728483115100,0.05648838492100642
1728486076295,0.05600792517360435
1728489744972,0.057908637204284026
1728494044513,0.05628389069272584
1728497603564,0.05646360984265759
1728501158996,0.05638082743820877
1728504357064,0.05601457496634834
1728507891319,0.054468851820570166
1728511571120,0.055657299304462525
1728515606891,0.05544246359067211
1728519240313,0.055719990053153895
1728522263350,0.05581040524929225
1728525901345,0.056298755987133464
1728529818201,0.056025179361480965
1728533577421,0.05604661687232221
1728536940347,0.0561529332622252
1728540552975,0.05658121731478171
1728544144089,0.055926487095043054
1728547826035,0.05547397802147716
1728551359769,0.05564812884701127
1728554966257,0.05641780520238298
1728558566052,0.05862677398077688
1728562130297,0.06053352789752691
1728565716895,0.058498488228794
1728568970858,0.057957385668496286
1728572743401,0.060808816316129374
1728576654871,0.062290915737597034
1728580014616,0.0655269094147648
1728583680087,0.06557985006642116
1728587487672,0.06486804216058528
1728591111385,0.0711383570410554
1728594269088,0.07475479088990108
1728598458054,0.07024447849372345
1728601584901,0.07290666008160199
1728605030507,0.07380859065354306
1728608756962,0.07568460298304702
1728612316836,0.07601745702625377
1728616258643,0.07627575926329501
1728619728997,0.07599518511466737
1728623331668,0.0765155562233432
1728627340213,0.0783202095286585
1728630941151,0.07688196606771826
1728634727986,0.07806976316856966
1728638147783,0.0844256236786494
1728641484539,0.08720827239201857
1728644611480,0.09222059043496568
1728648320664,0.08534057772345209
1728652257592,0.0878395522211689
1728656249651,0.08897253330736984
1728658863080,0.09023413240098381
1728662635579,0.09253471691070299
1728666662263,0.0938252886017995
1728669817777,0.0936855040631793
1728673533370,0.09454654663190674
1728677216560,0.09514551294996053
1728680617051,0.09586163669991073
1728684186317,0.09700033117078924
1728687802498,0.09740071668492266
1728691395557,0.09749039155202203
1728694868662,0.10203830192227444
1728698675522,0.11136802162208864
1728702342339,0.11460436840903807
1728705954891,0.11249994344709846
1728709711227,0.11194725907605814
1728712829130,0.11394918865270429
1728717090439,0.11619162245243418
1728720668179,0.11600509637951768
1728724524627,0.11352347770034994
1728727382346,0.11619534700556773
1728731489047,0.11320863217618002
1728734879671,0.11457416582304648
1728738892957,0.11401504644474478
1728742369506,0.11508942826321826
1728745760849,0.11705445594743448
1728749606581,0.11970621591766012
1728753105624,0.12129940432545451
1728756687326,0.11849050878311569
1728759738541,0.1133375521462824
1728764119866,0.11636635097681054
1728767700922,0.11879290193901973
1728771255674,0.1148981963527528
1728774864541,0.11501123672298814
1728778559912,0.12305520460944186
1728781648765,0.11900069318015485
1728785266475,0.1205487197397659
1728788846028,0.11888802676496299
1728792358905,0.11877233645763488
1728796095972,0.12516204465820413
1728799736859,0.133483229235078
1728803342077,0.12991517455741272
1728806505397,0.12547668693615524
1728810465360,0.12589130180862532
1728814126095,0.12362351867921646
1728817261398,0.1221884805292883
1728820908568,0.1230369730227585
1728825047268,0.12791396989595963
1728828182718,0.12627536211865514
1728831865744,0.12470121310048815
1728835346160,0.1210324173000372
1728839435496,0.12096832055132582
1728842427164,0.12420145150251394
1728846278880,0.12450658407259305
1728849886937,0.12581988460887508
1728853682599,0.12663331051164917
1728857400620,0.12508520387889538
1728860976395,0.12140139452478338
1728864112852,0.12458990993240848
1728867684016,0.12993825848367674
1728871243141,0.12644137578989786
1728875488177,0.1233763669265157
1728878776769,0.12778263588339492
1728882849813,0.12667167135626065
1728886494799,0.1281953168970038
1728889576125,0.13183627714511065
1728893533087,0.13231377087113017
1728896843632,0.13095345867781427
1728900356154,0.12908562747701313
1728903961209,0.1294840548843963
1728907608042,0.1266935548656707
1728911171854,0.1268030804656286
1728915151620,0.1261606681069703
1728918437110,0.12831089627095724
1728922734630,0.12592426275426802
1728926340107,0.12708215231303405
1728929911206,0.12747367230256434
1728933588704,0.12944751811224278
1728937138737,0.12770955718670607
1728940724546,0.12651387957130203
1728944303546,0.1252349918751664
1728947365468,0.1281479505609812
1728951056867,0.12392897315000524
1728954233260,0.11588304105708683
1728958647040,0.11630329865836649
1728962233919,0.11530612319576972
1728965807993,0.11455487598154532
1728969471766,0.11410314429525549
1728972776086,0.10836183081469553
1728976361065,0.11016317133459916
1728979793049,0.11092639246745548
1728983315952,0.11130025980581149
1728986859174,0.11292031662168109
1728990473895,0.11148430229887561
1728994364578,0.10531773673416178
1728997290592,0.10460534260556503
1729001612324,0.10679779852708701
1729004682543,0.10272287991404322
1729008221205,0.10266092079789615
1729012113742,0.1027473734525929
1729015662206,0.10312482371363008
1729019196752,0.1041505545501951
1729022554595,0.10264059783575796
1729026634043,0.10014016716845676
1729030039120,0.10245676371090205
1729033468849,0.10161122191344935
1729036972137,0.10373772657077797
1729040578216,0.10270761571026979
1729044485545,0.09585468314548574
1729047783571,0.10036570134951012
1729051655287,0.09737651444670252
1729055292322,0.10432837228836955
1729058879065,0.10507507674706613
1729062474291,0.10258372481330723
1729066069622,0.10039288847381606
1729069701314,0.09775587899001326
1729072918698,0.09831315411023758
1729077270581,0.09794483138598459
1729080919833,0.10006120243028874
1729084745160,0.10270232192385095
1729088252786,0.10203132008978917
1729091451081,0.09972553972894688
1729095084349,0.09686335039965133
1729098768917,0.0946772360296942
1729102007778,0.09508181713374428
1729106126595,0.09565125565647342
1729109322004,0.09506374469848174
1729113198372,0.0941175456984184
1729116794717,0.09430926068670893
1729120383159,0.09333508912252801
1729124015904,0.09333429516819114
1729127570665,0.09433084051581558
1729131153097,0.0944755612661571
1729134815486,0.09426062471207405
1729137798700,0.09483216989311907
1729141366210,0.09224101607016764
1729144956080,0.09045450159096965
1729149027972,0.09137807305616556
1729152638231,0.093318276009042
1729155610596,0.09289937263877124
1729159616003,0.09172934057982572
1729163221808,0.08962939222349156
1729166809757,0.08733718906828455
1729170849152,0.08943113126362578
1729174533199,0.0878218169173005
1729177635452,0.08800862132453592
1729181189419,0.08835656256489134
1729184828625,0.08593844037768644
1729188434847,0.0840463104078764
1729191986649,0.08376604199150717
1729195887655,0.08376684698024596
1729199473129,0.08255063370505707
1729203102173,0.082928808071664
1729206355796,0.08249896543924788
1729210177291,0.08385976074517039
1729213960655,0.08442717072940008
1729217564761,0.08592863343047753
1729221129891,0.0868994248516541
1729224749001,0.0871266777704198
1729228331652,0.08719039819766135
1729231360178,0.08714189410188686
1729234941666,0.086877116635492
1729239077300,0.08892806402154485
1729242104255,0.08937962404658277
1729245742935,0.09110058964781827
1729249825932,0.09798158548070023
1729253918569,0.100462387048194
1729257586017,0.09098567948955996
1729261132194,0.09283736837939202
1729264259233,0.08944254963092074
1729267884440,0.0917121740950263
1729271365319,0.09182415609822515
1729274947112,0.09080468124414938
1729278591553,0.09013154112951147
1729282240123,0.0892337788900118
1729285786052,0.08978655903250829
1729289391008,0.08630858089029947
1729292955457,0.08649746552932287
1729296896835,0.0875288639205341
1729299931263,0.09034185661463445
1729303530134,0.08978379143149241
1729307095010,0.09017467686950371
1729311050267,0.09381790427890016
1729315180670,0.0934419949666261
1729317833942,0.09359121800998581
1729321609530,0.09336881848314266
1729325798450,0.09330976556099799
1729328634659,0.09286204916548535
1729332629480,0.09255889173602334
1729336489855,0.09553058496656439
1729339673200,0.09666565557081347
1729342849581,0.09530153487846539
1729347527292,0.09426819898694987
1729350697910,0.09647752323759476
1729353632358,0.09841832273109684
1729358097878,0.0948580075140981
1729361384195,0.09282438033726166
1729364734889,0.0919639998095257
1729368319597,0.09221855799608916
1729372380691,0.094513108980023
1729375539949,0.09212677836939155
1729379700163,0.09153710423720018
1729383292966,0.09165041941828928
1729386867332,0.09284163226314271
1729390485313,0.09313184742975614
1729393282620,0.09217846246035342
1729397202428,0.0909280454246165
1729400759466,0.0877785187595469
1729404718112,0.08180034467446476
1729407676744,0.08188689962332055
1729411244766,0.0825747349380176
1729414838752,0.0818877742527247
1729418465091,0.08269771348553509
1729422381786,0.08317084852271008
1729426014709,0.08304927733923596
1729429290476,0.08123156678283552
1729433126985,0.08162752441357807
1729436727238,0.08485814561473043
1729440297695,0.08449668849085464
1729444384112,0.08590849687998942
1729447464689,0.08486626881441757
1729450896501,0.08626121709756467
1729454497000,0.08584012207772206
1729458103251,0.08660980588636315
1729461664423,0.08700326587311472
1729465307734,0.08680759643626598
1729469444486,0.08739794486461917
1729473104028,0.08852331762066418
1729476742990,0.08728668282606536
1729480383409,0.08688347607752593
1729483302237,0.08666500920096698
1729487516176,0.08760279469298152
1729491098286,0.0872487734535082
1729494027958,0.08599457939355423
1729497636759,0.08680205155782934
1729501767985,0.08432878354622747
1729505396901,0.08440551572778741
1729508977703,0.08173819691409759
1729512591033,0.08274011393410524
1729516817877,0.08373405401182794
1729519612522,0.0841142697601627
1729523024514,0.08778454849644411
1729527456340,0.08444673907772386
1729530828590,0.08356057185579181
1729534527624,0.0823358965082354
1729538359897,0.08261980936431158
1729542088692,0.08433431821501568
1729545608380,0.08436100427502641
1729549189789,0.08547835346085855
1729552781200,0.08360728762875264
1729556486141,0.08352392914547627
1729560018752,0.0842961078553118
1729563599044,0.08461368042133721
1729567124516,0.08571614155177343
1729570715945,0.08499918825296886
1729574324619,0.08697905820101241
1729577740110,0.08744531894660278
1729581342519,0.08859128163918807
1729584817265,0.08549532808643182
1729587936713,0.08374090242916404
1729592042256,0.08340610602674722
1729595318879,0.08269007760625491
1729598876469,0.08237987269115501
1729602491764,0.08259032564624491
1729605972238,0.08038013807674455
1729609907558,0.08166935089921798
1729613523743,0.08030302335051294
1729617178103,0.07961979643959223
1729620709143,0.08032946619298562
1729624276232,0.07971531940948857
1729627978489,0.07976875222705032
1729631428113,0.07997425240209576
1729635105208,0.08027484949826644
1729638592189,0.08061095741592192
1729642195255,0.08005747374059258
1729645780211,0.07912916264243999
1729648893489,0.07866461377607809
1729653233714,0.07796118304099586
1729656987612,0.07747550752510689
1729660645767,0.07685809093891678
1729663248110,0.07639759857306937
1729667737870,0.07738645279839589
1729671284148,0.07819768310297324
1729674109605,0.07688868115790225
1729677716010,0.07782100313991565
1729681928991,0.0778895317052506
1729685191365,0.07770279776371028
1729688740487,0.07799218556820942
1729692659112,0.07841872568893389
1729696009555,0.07799228008011629
1729700202291,0.07184674259987882
1729703359589,0.07035918864960077
1729706610341,0.07059067813038225
1729711052662,0.0701248150294973
1729714633534,0.07073075110785933
1729718139005,0.07002376950262192
1729721737090,0.06961560190464539
1729725490718,0.06816848945523565
1729729084018,0.0691964906466224
1729732687805,0.07285582295752507
1729736272721,0.07315312793617963
1729739919387,0.07380945201035669
1729743534826,0.07403224418174516
1729746071201,0.07499596721888847
1729750074264,0.07355518365670191
1729753714599,0.07263015920632657
1729757155414,0.07244122212333659
1729761485928,0.07086397594527467
1729764433254,0.07093588072735353
1729768035822,0.07055122349211548
1729771278105,0.07025542937449018
1729775515137,0.07146075252260574
1729778694841,0.07361488242192891
1729782293008,0.07226883461381106
1729786122064,0.07373285615531261
1729790367009,0.07331528440543345
1729793226050,0.07306327152040903
1729796869010,0.07241595360083077
1729800446435,0.07344520031068075
1729804013944,0.07274680474325694
1729807601164,0.07298779455844298
1729811767840,0.07144319767738434
1729814582079,0.07349736225387615
1729818298935,0.07293256603146642
1729822244795,0.07236317370938058
1729825753409,0.07171322900638032
1729829151005,0.07257846321314322
1729832773952,0.06842305329035188
1729836206408,0.06979636529331935
1729839784784,0.06920365582874718
1729844142825,0.07032347960430688
1729847815946,0.07462432143029973
1729850449666,0.07721643463357783
1729854998973,0.08049342490961583
1729858575935,0.08185768432640939
1729862223923,0.08169069246158799
1729865754785,0.07644316157509694
1729869420648,0.07571686258528643
1729873002248,0.07241409775393211
1729875929368,0.0710277782920998
1729879535391,0.06986457164037452
1729882803156,0.06977732276461208
1729887230574,0.06989262766024201
1729890759581,0.0688705136197934
1729894187491,0.0699889011395692
1729897849014,0.06673695796462036
1729901913196,0.06050378055947912
1729904700344,0.06268806116206772
1729908401310,0.06239128841960519
1729911990820,0.06218565937620489
1729915533144,0.06255346984372445
1729919668887,0.06351173119798283
1729923553641,0.06369316618146428
1729927153557,0.06471645004758493
1729930753436,0.06413451137607198
1729933877953,0.06333938994366888
1729936972377,0.06333262020863924
1729940589421,0.06362040727682942
1729944326193,0.064678870077932
1729947947352,0.06399399043796065
1729951976440,0.0625391842079123
1729955455295,0.06106500482085745
1729959158878,0.06129075865598662
1729962148200,0.06215621095312691
1729965871937,0.06414063165254334
1729969311390,0.06366522771608861
1729973931479,0.06378280564309699
1729976450101,0.06371267952975616
1729980627255,0.06430240721888754
1729984601015,0.06419192753485034
1729988277040,0.06425065746895699
1729991819105,0.06414820996295034
1729995405676,0.06483748329760493
1729998762488,0.0646250668186655
1730002419223,0.07558799787233798
1730006039730,0.07177498613507316
1730009244364,0.07371159523580964
1730013441019,0.07709368005163325
1730017081649,0.07755948047133639
1730020633951,0.07572213146598884
1730024305375,0.07647303697423415
1730027810050,0.0791754639363106
1730030698338,0.07791465513542124
1730034390140,0.0810469881825406
1730038745136,0.08383919620365407
1730041402917,0.08283240270300014
1730044962085,0.08333270228380936
1730049789773,0.08704258147939592
1730053192039,0.0911426765830292
1730055714381,0.09329256389639572
1730059496806,0.09399133702799863
1730063660100,0.10032675828761306
1730067220829,0.10332592553190134
1730070799384,0.10663704590384353
1730074438152,0.10775990128127994
1730077643002,0.1076035405942266
1730081152261,0.0998429959830129
1730084516526,0.1062588133702698
1730088982221,0.10443314698051658
1730092599538,0.10398463344875289
1730096186694,0.10627813899585019
1730099211479,0.1079972919629236
1730102739609,0.11300620364149024
1730106123172,0.11267080521035315
1730110191825,0.10768543881634313
1730113271767,0.10397143067603822
1730117823638,0.09979716297813047
1730121452275,0.09268564589840046
1730124865195,0.09267256103787344
1730128279501,0.09387980241145656
1730131490371,0.0925714246895751
1730135282698,0.08766653927233684
1730138941614,0.0857903825338981
1730142545776,0.08778854423754065
1730146128847,0.08909860363147655
1730149723111,0.08817967834784841
1730153290069,0.09125571303126723
1730156894612,0.09081966456801539
1730160480778,0.08754415547367475
1730164014175,0.0883550296670426
1730168180994,0.09002292387820836
1730171749142,0.09111090795517002
1730175279380,0.09251175266706876
1730178407083,0.10130851044479695
1730182639284,0.10711140448497193
1730186376242,0.09735271929015829
1730189877274,0.09543159389126869
1730193515526,0.09418563588838547
1730197056912,0.09356903252070962
1730200661768,0.09389379154422062
1730204265558,0.0920322554803313
1730207530223,0.09488506376781759
1730211082907,0.09741294097024414
1730214876645,0.09749104508069359
1730218670151,0.09752344239241571
1730222306577,0.09764528976114685
1730225139304,0.09681642262049382
1730229183225,0.09659673766057528
1730232804936,0.09462900694278184
1730236378415,0.09409987000540736
1730239992532,0.0933592145155102
1730243628944,0.09284765930490019
1730247223115,0.0951755577637207
1730250721906,0.09208391388503492
1730254360661,0.09515599433603156
1730258086384,0.0969394836951717
1730261544551,0.09735813536053857
1730265198411,0.09679107876670777
1730268759690,0.09734487095827384
1730272520456,0.09684558183790871
1730276194901,0.09351065576321375
1730279925402,0.09207083818836348
1730282655570,0.09518319999683268
1730286260087,0.0928108519336227
1730289880448,0.09182746855737542
1730293746368,0.09199151902923863
1730296818101,0.09489557469691198
1730300434870,0.09628364979288996
1730304991690,0.09617135919353267
1730308588429,0.09552990191408565
1730311421363,0.09756438443294324
1730314989249,0.09831463299389613
1730318576656,0.09894975419191829
1730322857657,0.09931447948861555
1730326482817,0.09587192263410856
1730329858533,0.09524131649470807
1730333331582,0.09728977356061155
1730337434076,0.09868542386301479
1730340991510,0.0966391303042187
1730344593421,0.09761534647413683
1730347441116,0.09663147094384417
1730351877914,0.09777245229821542
1730354879067,0.09584537849276849
1730358281327,0.09588648364381208
1730361977402,0.09459326023710872
1730365668108,0.0927399742520915
1730369261412,0.09239796358613277
1730372585077,0.09196114062412804
1730376480028,0.09349033888200176
1730380095450,0.09766972554658032
1730383698769,0.09495085345283821
1730387296840,0.09444394308954172
1730390926130,0.09733289655836992
1730394538700,0.08489211729215347
1730398060707,0.0830228312181239
1730401486276,0.08377398238538654
1730405626973,0.08306149648708104
1730408621922,0.08314549478762535
1730412428363,0.08303057577474918
1730416023713,0.08308039317047235
1730419891842,0.08240881383126843
1730423509122,0.08023354494662471
1730427613190,0.07803740058001715
1730431221344,0.07830897367734833
1730434776833,0.07840060597696377
1730438917383,0.07798648881564847
1730442094631,0.07602006024585058
1730444874620,0.0766576613709749
1730448475371,0.07719768164649222
1730452078871,0.07775695421626654
1730456046394,0.07949397655183825
1730459625638,0.082228528324005
1730463239033,0.08271664294982319
1730467154209,0.08663988027450621
1730470766390,0.09448960933531489
1730474394800,0.0942141546721997
1730477978468,0.09428176870431537
1730481565809,0.09044471146088445
1730484046282,0.0914187057550788
1730488184699,0.09258384409991824
1730491304143,0.09309006415212633
1730495945330,0.09448044532895705
1730499521189,0.0971500722380397
1730502503846,0.09680142709676501
1730506311273,0.09874578335672485
1730509887630,0.10031060331907553
1730513423906,0.0950720599969924
1730517282218,0.09461764244805286
1730520387149,0.0924783073423356
1730524178312,0.09040535237607973
1730527775994,0.09522128259477279
1730531378542,0.09367522968114815
1730534987592,0.09322291147113496
1730538591977,0.09105393472176342
1730542165005,0.09134201016301902
1730545796609,0.09093221727490954
1730549416605,0.09091958533059079
1730552983795,0.08495649117554128
1730556874634,0.08748844238575954
1730560615090,0.08674480549487355
1730563398885,0.08760650099551753
1730566956393,0.08871164477837279
1730570577514,0.0866355988622151
1730574165932,0.08508964288082492
1730577773095,0.08411217578284332
1730581354572,0.08419715780895486
1730585163275,0.08491711574541133
1730588770076,0.08444113912254385
1730592380185,0.08643471844384776
1730596043431,0.08500455149512372
1730599633662,0.08373351907044328
1730603211146,0.08086908226642127
1730606865512,0.08324813822323181
1730610463835,0.08353285360472644
1730614442359,0.08278147607948814
1730617377147,0.08471190802324621
1730620973051,0.08502800643632395
1730624599068,0.08546740613643962
1730628186451,0.08432328379803306
1730631754957,0.08539238097929618
1730636429220,0.08276391287231813
1730639031462,0.08275326073660506
1730642564041,0.07776531221157676
1730646163116,0.07840794013347131
1730650769704,0.08110167168096935
1730653523119,0.07966219858782968
1730657095810,0.07879372267991613
1730660729744,0.07804102430381317
1730664544066,0.08208994315416805
1730667885543,0.08661126815598777
1730671836492,0.08772529564882449
1730675983290,0.087518558993828
1730679631095,0.0868337580628342
1730683181019,0.08551415328209379
1730686759758,0.0865308179170021
1730690329347,0.08552109031771915
1730693950698,0.08493244477324742
1730697529499,0.08452699586815773
1730701005803,0.08372019292399926
1730704561070,0.08282935670929728
1730708176409,0.08116767723051825
1730711068752,0.0796614094275784
1730714745365,0.0805275153028653
1730719110301,0.0804174371814913
1730722475972,0.08105945506951129
1730725622733,0.08130735950424418
1730729227841,0.07884540476961181
1730732864806,0.0786952759836973
1730736438790,0.0782488901387018
1730740513665,0.07679809729165633
1730744558344,0.0769513647887204
1730748123610,0.0752218483196268
1730751743103,0.07423788941560852
1730755364768,0.07332888729532513
1730758949452,0.07260752990407689
1730762121000,0.07342458467873064
